"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"jp_type_74_c";"Type 74 (C)";"Type 74 (C)";"Tipo 74 (C)";"Typ 74 (C)";"Tipo 74 (C)";"Type 74 (C)";"Type 74 (C)";"Typ 74 (C)";"Type 74 (C)";"Type 74 (C)";"Typ 74 (C)";"Type 74 (C)";"Type 74 (C)";"Type 74 (C)";"74식 전차 C형";"74 式\t战\t车 C 型";"74式 (C)";"Type 74 (C)";;
"jp_type_87";"Type 87";"Type 87";"Tipo 87";"Typ 87";"Tipo 87";"Type 87";"Type 87";"Typ 87";"Type 87";"Type 87";"Typ 87";"Type 87";"Type 87";"Type 87";"87식";"87 式\t自\t行\t高\t射\t炮";"87式";"Type 87";;
"jp_type_87_rcv";"Type 87 RCV";"Type 87 RCV";"Tipo 87 RCV";"Typ 87 RCV";"Tipo 87 RCV";"Type 87 RCV";"Type 87 RCV";"Typ 87 RCV";"Type 87 RCV";"Type 87 RCV";"Typ 87 RCV";"Type 87 RCV";"Type 87 RCV";"Type 87 RCV";"87식 RCV";"87 式\t侦\t察\t警\t戒\t车";"87式偵察警戒車";"Type 87 RCV";;
"uk_centurion_action_x";"Centurion Action X";"Centurion Action X";"Centurion Action X";"Centurion Action X";"Centurion Action X";"Centurion Action X";"Centurion Action X";"Centurion Action X";"Centurion Action X";"Centurion Action X";"Centurion Action X";"Centurion Action X";"Centurion Action X";"Centurion Action X";"센츄리온 액션 X";"百\t夫\t长 X 方\t案";"センチュリオン アクション X";"Centurion Action X";;
"uk_eland_90_mk_7";"Eland 90 Mk.7";"Eland 90 Mk 7";"Eland 90 Mk.7";"Eland 90 Mk.7";"Eland 90 Mk.7";"Eland 90 Mk.7";"Eland 90 Mk.7";"Eland 90 Mk.7";"Eland 90 Mk.7";"Eland 90 Mk.7";"Eland 90 Mk.7";"Eland 90 Mk.7";"Eland 90 Mk.7";"Eland 90 Mk.7";"일런드 90 Mk.7";"大\t羚\t羊 90 Mk 7";"エランド 90 Mk.7";"Eland 90 Mk.7";;
"uk_fv4004_conway";"Conway";"Conway";"Conway";"Conway";"Conway";"Conway";"Conway";"Conway";"Conway";"Conway";"Conway";"Conway";"Conway";"Conway";"콘웨이";"康\t韦";"コンウェイ";"Conway";;
"uk_skink_aa";"Skink";"Skink";"Skink";"Skink";"Skink";"Skink";"Skink";"Skink";"Skink";"Skink";"Skink";"Skink";"Skink";"Skink";"스킹크";"石\t龙\t子";"スキンク";"Skink";;
"fr_amx_30_b2_brenus";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";"AMX-30B2 (B)";;
"fr_mars_15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";"MARS 15";;
"fr_amx_30_dca";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX 30 DCA";"AMX-30 DCA";"AMX-30 DCA";;
"fr_amx_32_105";"AMX-32-105";"AMX-32 (105)";"AMX-32-105";"AMX-32-105";"AMX-32-105";"AMX-32-105";"AMX-32 (105)";"AMX-32-105";"AMX-32-105";"AMX-32-105";"AMX-32-105";"AMX-32-105";"AMX-32-105";"AMX-32-105";"AMX-32-105";"AMX 32/105";"AMX-32-105";"AMX-32-105";;
"us_m46_patton_73_armor_bat";"M46 ""Tiger""";"M46 “Tiger”";"M46 ""Tiger""";"M46 «Tiger»";"M46 ''Tigre''";"M46 ""Tiger""";"M46 Tiger";"M46 „Tiger”";"M46 ""Tiger""";"M46 ""Tiger""";"M46 ""Tiger""";"M46 «Tiger»";"M46 ""Tiger""";"M46 ""Tiger""";"M46 ""타이거""";"M46 (第 73 坦\t克\t营)";"M46 「ティーガー」";"M46 ""Tiger""";;
"us_t92";"T92";"T92";"T92";"T92";"T92";"T92";"T92";"T92";"T92";"T92";"T92";"T92";"T92";"T92";"T92";"T92";"T92";"T92";;
"us_t95_reskin";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";"T95";;
"us_m42_duster_reskin6";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";;
"it_sherman_vc_firefly";"▄Sherman Vc";"▄Sherman VC";"▄Sherman Vc";"▄Sherman Vc";"▄Sherman Vc";"▄Sherman Vc";"▄Sherman Vc";"▄Sherman Vc";"▄Sherman Vc";"▄Sherman Vc";"▄Sherman Vc";"▄Sherman Vc";"▄Sherman Vc";"▄Sherman Vc";"▄셔먼 VC";"▄\t谢\t尔\t曼 VC";"▄シャーマン VC";"▄\tSherman Vc";;
"it_m18_hellcat";"▄M18";"▄M18";"▄M18";"▄M18";"▄M18";"▄M18";"▄M18";"▄M18";"▄M18";"▄M18";"▄M18";"▄M18";"▄M18";"▄M18";"▄M18";"▄\tM18";"▄M18";"▄\tM18";;
"it_m36b1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";"M36B1";;
"it_oto_r3_t20_fa";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";"R3 T20 FA-HS ┰";;
"it_of_40_mk_2a";"OF-40 Mk.2A";"OF-40 Mk.2A";"OF-40 Mk.2A";"OF-40 Mk.2A";"OF-40 Mk. 2A";"OF-40 Mk.2A";"OF-40 Mk.2A";"OF-40 Mk.2A";"OF-40 Mk.2A";"OF-40 Mk.2A";"OF-40 Mk.2A";"OF-40 Mk.2A";"OF-40 Mk.2A";"OF-40 Mk.2A";"OF-40 Mk.2A";"OF40 MK2A";"OF-40 Mk.2A";"OF-40 Mk.2A";;
"it_leopard_1a5";"▄Leopard 1A5";"▄Leopard 1A5";"▄Leopard 1A5";"▄Leopard 1A5";"▄Leopard 1A5";"▄Leopard 1A5";"▄Leopard 1A5";"▄Leopard 1A5";"▄Leopard 1A5";"▄Leopard 1A5";"▄Leopard 1A5";"▄Leopard 1A5";"▄Leopard 1A5";"▄Leopard 1A5";"▄레오파르트 1A5";"▄\t豹 1A5";"▄レオパルト 1A5";"▄\tLeopard 1A5";;
"it_m113a1_tow";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1 (TOW)";"M113A1/TOW";"M113A1 (TOW)";"M113A1 (TOW)";;
"it_otobreda_sidam_25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";;
"germ_ru251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";"Ru 251";;
"germ_pzkpfw_VI_ausf_b_tiger_IIh_reskin";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"Tiger II (H)";"티거 II (헨셸)";"虎\t王 (H)";"ティーガー II (H)";"Tiger II (H)";;
"germ_kanonenjagdpanzer";"JPz 4-5";"JPz 4-5";"JPz 4-5";"JPz 4-5";"JPz 4-5";"JPz 4-5";"JPz 4-5";"Jpz 4-5";"JPz 4-5";"JPz 4-5";"JPz 4-5";"JPz 4-5";"JPz 4-5";"JPz 4-5";"JPz 4-5";"JPz 4-5";"JPz 4-5";"JPz 4-5";;
"germ_flakpanzer_IV_Kugelblitz_reskin2";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"Kugelblitz";"쿠겔블리츠";"球\t形\t闪\t电";"クーゲルブリッツ";"Kugelblitz";;
"cn_t_34_85_d_5t";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗Т-34-85 (S-53)";"␗\tT-34-85/ZiS-S-53";"␗Т-34-85 (S-53)";"␗\tТ\t-34-85 (S-53)";;
"cn_pt_76";"␗PT-76";"␗PT-76";"␗PT-76";"␗PT-76";"␗PT-76";"␗PT-76";"␗ПТ-76";"␗PT-76";"␗PT-76";"␗PT-76";"␗PT-76";"␗PT-76";"␗PT-76";"␗PT-76";"␗PT-76";"␗\tPT-76";"␗PT-76";"␗\tPT-76";;
"cn_isu_122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗ISU-122";"␗\tISU-122";"␗ISU-122";"␗\tISU-122";;
"cn_zsd63_pg87";"ZSD63";"ZSD63";"ZSD63";"ZSD63";"ZSD63";"ZSD63";"ZSD63";"ZSD63";"ZSD63";"ZSD63";"ZSD63";"ZSD63";"ZSD63";"ZSD63";"ZSD63";"ZSD63/PG87";"ZSD63";"ZSD63";;
"uk_chieftain_mk_3";"Chieftain Mk 3";"Chieftain Mk 3";"Chieftain Mk 3";"Chieftain Mk 3";"Chieftain Mk 3";"Chieftain Mk.3";"Chieftain Mk 3";"Chieftain Mk 3";"Chieftain Mk 3";"Chieftain Mk 3";"Chieftain Mk 3";"Chieftain Mk 3";"Chieftain Mk 3";"Chieftain Mk 3";"치프틴 Mk.3";"酋\t长 Mk 3";"チーフテン Mk 3";"百\t夫\t長 Mk 3";;
"uk_conqueror_mk_2";"Conqueror";"Conqueror";"Conqueror";"Conqueror";"Conqueror";"Conqueror";"Conqueror";"Conqueror";"Conqueror";"Conqueror";"Conqueror";"Conqueror";"Conqueror";"ผู้พิชิต";"컨커러";"征\t服\t者";"コンカラー";"征\t服\t者";;
"uk_fv102_striker";"Striker";"Striker";"Striker";"Striker";"Striker";"Striker";"Striker";"Striker";"Striker";"Striker";"Striker";"Striker";"Striker";"Striker";"스트라이커";"打\t击\t者";"ストライカー";"前\t鋒";;
"uk_falcon";"Falcon";"Faucon";"Falcon";"Falcon";"Falcon";"Falcon";"Falcon";"Falcon";"Falcon";"Falcon";"Falcon";"Falcon";"Falcon";"Falcon";"팰컨";"猎\t鹰";"ファルコン";"獵\t鷹";;
"il_magach_6r";"Magach 6R";"Magach 6R";"Magach 6R";"Magach 6R";"Magach 6R";"Magach 6R";"Magach 6R";"Magach 6R";"Magach 6R";"Magach 6R";"Magach 6R";"Magach 6R";"Magach 6R";"Magach 6R";"마가크 6R";"马\t加\t赫 6R";"マガフ 6R";"Magach 6R";;
"il_magach_6b";"Magach 6B";"Magach 6B";"Magach 6B";"Magach 6B";"Magach 6B";"Magach 6B";"Magach 6B";"Magach 6B";"Magach 6B";"Magach 6B";"Magach 6B";"Magach 6B";"Magach 6B";"Magach 6B";"마가크 6B";"马\t加\t赫 6B";"マガフ 6B";"Magach 6B";;
"il_centurion_shot_kal_gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"Sho't Kal Gimel";"숏 칼 기멜";"绍\t特\t卡\t尔 C";"ショット・カル ギメル";"Sho't Kal Gimel";;
"il_m163_vulcan";"Hovet";"Hovet";"Hovet";"Hovet";"Hovet";"Hovet";"Hovet";"Hovet";"Hovet";"Hovet";"Hovet";"Hovet";"Hovet";"Hovet";"호베트";"击\t球\t手";"ホーヴェット";"Hovet";;
"ussr_btr_80a";"BTR-80A";"BTR-80A";"BTR-80A";"BTR-80A";"BTR-80A";"БТР-80А";"БТР-80А";"BTR-80A";"BTR-80A";"BTR-80A";"BTR-80A";"BTR-80A";"BTR-80A";"BTR-80A";"BTR-80A";"BTR-80A";"BTR-80A";"BTR-80A";;
"ussr_t_44_100_reskin";"T-44-100";"T-44-100";"T-44-100";"Т-44-100";"T-44-100";"Т-44-100";"Т-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";"T-44-100";;
"ussr_su_122_54";"SU-122-54";"SU-122-54";"SU-122-54";"SU-122-54";"SU-122-54";"СУ-122-54";"СУ-122-54";"SU-122-54";"SU-122-54";"SU-122-54";"SU-122-54";"SU-122-54";"SU-122-54";"SU-122-54";"SU-122-54";"SU-122-54";"SU-122-54";"SU-122-54";;
"ussr_zsu_57_2_reskin2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ЗСУ-57-2";"ЗСУ-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";"ZSU-57-2";;
"us_m4a3e2_76w_sherman_jumbo";"M4A3E2 (76) W";"M4A3E2 (76)W";"M4A3E2 (76) W";"M4A3E2 (76) W";"M4A3E2 (76) W";"M4A3E2 (76) W";"M4A3E2 (76) W";"M4A3E2 (76) W";"M4A3E2 (76) W";"M4A3E2 (76) W";"M4A3E2 (76) W";"M4A3E2 (76) W";"M4A3E2 (76) W";"M4A3E2 (76) W";"M4A3E2 (76) W";"M4A3E2(76)W";"M4A3E2 (76) W";"M4A3E2 (76) W";;
"us_m4a2_76w_sherman";"M4A2 (76) W";"M4A2 (76)W";"M4A2 (76) W";"M4A2 (76) W";"M4A2 (76) W";"M4A2 (76) W";"M4A2 (76) W";"M4A2 (76) W";"M4A2 (76) W";"M4A2 (76) W";"M4A2 (76) W";"M4A2 (76) W";"M4A2 (76) W";"M4A2 (76) W";"M4A2 (76) W";"M4A2(76)W";"M4A2 (76) W";"M4A2 (76) W";;
"us_m36";"M36 GMC";"M36 GMC";"M36 GMC";"M36 GMC";"M36 GMC";"M36 GMC";"M36 GMC";"M36 GMC";"M36 GMC";"M36 GMC";"M36 GMC";"M36 GMC";"M36 GMC";"M36 GMC";"M36 GMC";"M36";"M36 対戦車自走砲";"M36 GMC";;
"us_m42_duster_reskin7";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";;
"germ_kv_1_kwk_40";"▀KV I C 756 (r)";"▀KV I C 756 (r)";"▀KV I C 756 (r)";"▀KV I C 756 (r)";"▀KV I C 756 (r)";"▀KV I C 756 (r)";"▀KV I C 756 (r)";"▀KW I C 756 (r)";"▀KV I C 756 (r)";"▀KV I C 756 (r)";"▀KV I C 756 (r)";"▀KV I C 756 (r)";"▀KV I C 756 (r)";"▀KV I C 756 (r)";"▀KV I C 756 (r)";"▀\tKW I C 756 (r)";"▀KV I C 756 (r)";"▀\tKV I C 756 (r)";;
"germ_sdkfz_234_4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";"Sd.Kfz. 234/4";"Sd.Kfz.234/4";"Sd.Kfz.234/4";;
"germ_jgdpz_IV_L48";"Jagdpanzer IV";"Jagdpanzer IV";"Jagdpanzer IV";"Jagdpanzer IV";"Jagdpanzer IV";"Jagdpanzer IV";"Jagdpanzer IV";"Jagdpanzer IV";"Jagdpanzer IV";"Jagdpanzer IV";"Jagdpanzer IV";"Jagdpanzer IV";"Jagdpanzer IV";"Jagdpanzer IV";"4호 구축전차";"四\t号\t坦\t克\t歼\t击\t车";"IV 号駆逐戦車";"Jagdpanzer IV";;
"germ_flakpanzer_IV_Ostwind_reskin2";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"오스트빈트";"东\t风";"オストヴィント";"東\t風";;
"it_vcc_80_hitfist_60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";"VCC-80/60";;
"it_b1_centauro_romor";"Centauro I 105 R";"Centauro I (105) R";"Centauro I 105 R";"Centauro I 105 R";"Centauro I 105 R";"Centauro I 105 R";"Centauro I 105 R";"Centauro I 105 R";"Centauro I 105 R";"Centauro I 105 R";"Centauro I 105 R";"Centauro I 105 R";"Centauro I 105 R";"Centauro I 105 R";"센타우로 I 105 R";"半\t人\t马 I/105 R";"チェンタウロ I 105 R";"Centauro I 105 R";;
"it_vbc_pt2";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";"VBC (PT2)";;
"it_otobreda_sidam_25_reskin";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";"SIDAM 25";;
"fr_amx_13_hot";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX-13 (HOT)";"AMX 13/HOT";"AMX-13 (HOT)";"AMX-13 (HOT)";;
"fr_amx_30_1972";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-30 (1972)";"AMX-13 (HOT)";"AMX 30 1972 型";"AMX-30 (1972)";"AMX-30 (1972)";;
"fr_amx_50_surbaisse";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 Surbaissé";"AMX-50 쉬르베세";"AMX 50 减\t重\t型";"AMX-50 Surbaissé";"AMX-50 Surbaissé";;
"fr_amx_30_dca_reskin";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX-30 DCA";"AMX 30 DCA";"AMX-30 DCA";"AMX-30 DCA";;
"germ_panzerbefelhswagen_VI_P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bfw.VI";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";"6호 지휘전차 P";"虎 (P) 式\t指\t挥\t坦\t克";"Pz.Bef.Wg.VI P";"Pz.Bef.Wg.VI P";;
"germ_vk_3002m_reskin";"VK 3002 (M)";"VK 30.02 (M)";"VK 3002 (M)";"VK 30.02 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";"VK 3002 (M)";;
"germ_panzerjager_nashorn";"Nashorn";"Nashorn";"Nashorn";"Nashorn";"Nashorn";"Nashorn";"Nashorn";"Nashorn";"Nashorn";"Nashorn";"Nashorn";"Nashorn";"Nashorn";"Nashorn";"나스호른";"犀\t牛";"ナースホルン";"Nashorn";;
"germ_flakpanzer_IV_Ostwind_reskin3";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"Ostwind";"오스트빈트";"东\t风";"オストヴィント";"東\t風";;
"uk_chieftain_mk_10";"Chieftain Mk 10";"Chieftain Mk 10";"Chieftain Mk 10";"Chieftain Mk 10";"Chieftain Mk 10";"Chieftain Mk.10";"Chieftain Mk 10";"Chieftain Mk 10";"Chieftain Mk 10";"Chieftain Mk 10";"Chieftain Mk 10";"Chieftain Mk 10";"Chieftain Mk 10";"Chieftain Mk 10";"치프틴 Mk.10";"酋\t长 Mk 10";"チーフテン Mk 10";"百\t夫\t長 Mk 10";;
"uk_olifant_mk_2";"Olifant Mk.2";"Olifant Mk 2";"Olifant Mk.2";"Olifant Mk.2";"Olifant Mk. 2";"Olifant Mk.2";"Olifant Mk.2";"Olifant Mk.2";"Olifant Mk.2";"Olifant Mk.2";"Olifant Mk.2";"Olifant Mk.2";"Olifant Mk.2";"Olifant Mk.2";"올리판트 Mk.2";"号\t角 Mk 2";"オリファント Mk.2";"Olifant Mk.2";;
"uk_ratel_zt3";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";"ZT3A2";;
"uk_rooikat_za_35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";"ZA-35";;
"ussr_is_6";"IS-6";"IS-6";"IS-6";"IS-6";"IS-6";"ИС-6";"ІС-6";"IS-6";"IS-6";"IS-6";"IS-6";"IS-6";"IS-6";"IS-6";"IS-6";"IS-6";"IS-6";"IS-6";;
"ussr_object_906_reskin";"Object 906";"Objet 906";"Object 906";"Objekt 906";"Object 906";"Объект 906";"Об’єкт 906";"Obiekt 906";"Object 906";"Object 906";"Objekt 906";"Object 906";"Object 906";"Object 906";"오비옉트 906";"906 工\t程";"Object 906";"Object 906";;
"ussr_zsu_37_2_reskin";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ЗСУ-37-2";"ЗСУ-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";;
"ussr_zsu_37_2_reskin2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ЗСУ-37-2";"ЗСУ-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";"ZSU-37-2";;
"us_t25";"T25";"T25";"T25";"T25";"T25";"T25";"T25";"T25";"T25";"T25";"T25";"T25";"T25";"T25";"T25";"T25";"T25";"T25";;
"us_m56_scorpion";"M56";"M56";"M56";"M56";"M56";"M56";"M56";"M56";"M56";"M56";"M56";"M56";"M56";"M56";"M56";"M56";"M56";"M56";;
"us_t26e5_reskin";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";"T26E5";;
"us_m42_duster_reskin5";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";"M42";;
"ussr_bmp_1";"BMP-1";"BMP-1";"BMP-1";"BMP-1";"BMP-1";"БМП-1";"БМП-1";"BMP-1";"BMP-1";"BMP-1";"BMP-1";"BMP-1";"BMP-1";"BMP-1";"BMP-1";"BMP-1";"BMP-1";"BMP-1";;
